question_text,document_title,language,annotations,document_plaintext,document_url,answer_start,answer_text,question_text_tokenized,document_plaintext_tokenized,answer_text_tokenized,labels
日本で死刑制度が正式に法定刑になったのはいつ？,日本における死刑,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",また、戦後アメリカ軍によって日本から分離統治（1945年～1972年）されていた沖縄県では、日本の刑法が適用されていたために死刑制度（ただし東京の最高裁判所に上告できないため事実上二審制）があり、実際に死刑判決も出されているが、琉球列島高等弁務官に死刑の執行や恩赦の権限が与えられていたため、無期懲役に減刑した場合（泊母子殺人事件）もある。,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AB%E3%81%8A%E3%81%91%E3%82%8B%E6%AD%BB%E5%88%91,[-1],[''],"['日本', 'で', '死刑', '制度', 'が', '正式', 'に', '法定', '刑', 'に', 'なっ', 'た', 'の', 'は', 'いつ', '？']","['また', '、', '戦後', 'アメリカ', '軍', 'に', 'よっ', 'て', '日本', 'から', '分離', '統治', '（', '1945', '年', '～', '1972', '年', '）', 'さ', 'れ', 'て', 'い', 'た', '沖縄', '県', 'で', 'は', '、', '日本', 'の', '刑法', 'が', '適用', 'さ', 'れ', 'て', 'い', 'た', 'ため', 'に', '死刑', '制度', '（', 'ただし', '東京', 'の', '最高', '裁判', '所', 'に', '上告', 'でき', 'ない', 'ため', '事実', '上', '二', '審', '制', '）', 'が', 'あり', '、', '実際', 'に', '死刑', '判決', 'も', '出さ', 'れ', 'て', 'いる', 'が', '、', '琉球', '列島', '高等', '弁務', '官', 'に', '死刑', 'の', '執行', 'や', '恩赦', 'の', '権限', 'が', '与え', 'られ', 'て', 'い', 'た', 'ため', '、', '無期', '懲役', 'に', '減刑', 'し', 'た', '場合', '（', '泊', '母子', '殺人', '事件', '）', 'も', 'ある', '。']",[],0
ル・マン24時間レースは何を競う？,ル・マン24時間レース,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","篠田潤子（1992年）
田中真理子（1994年）
徳永有美（2000年）
石井希和（2001年）",https://ja.wikipedia.org/wiki/%E3%83%AB%E3%83%BB%E3%83%9E%E3%83%B324%E6%99%82%E9%96%93%E3%83%AC%E3%83%BC%E3%82%B9,[-1],[''],"['ル・マン', '24', '時間', 'レース', 'は', '何', 'を', '競う', '？']","['篠田', '潤子', '（', '1992', '年', '）', '田中', '真理子', '（', '1994', '年', '）', '徳永', '有美', '（', '2000', '年', '）', '石井', '希', '和', '（', '2001', '年', '）']",[],0
グレート・ウェスタン鉄道はいつ設立した,グレート・ウェスタン鉄道,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",GWRの長距離列車には、フライング・ダッチマン、コーニッシュ・リヴィエラ・エクスプレス、チェルトナム・スパ・エクスプレスなどがあった。また多くの近郊列車、地方の列車なども運行しており、一部は蒸気動車や（制御客車と蒸気機関車を組み合わせた固定編成方式の列車）などで運転されていた。またイギリスで一般的なものより大型で経済的な貨車の使用を開始した会社でもある。またバス網も運営しており、という航空会社の運営に参画し、また船舶、桟橋、ホテルなども所有していた。,https://ja.wikipedia.org/wiki/%E3%82%B0%E3%83%AC%E3%83%BC%E3%83%88%E3%83%BB%E3%82%A6%E3%82%A7%E3%82%B9%E3%82%BF%E3%83%B3%E9%89%84%E9%81%93,[-1],[''],"['グレート', '・', 'ウェスタン', '鉄道', 'は', 'いつ', '設立', 'し', 'た']","['GWR', 'の', '長', '距離', '列車', 'に', 'は', '、', 'フライング', '・', 'ダッチ', 'マン', '、', 'コーニッシュ', '・', 'リヴィエラ', '・', 'エクスプレス', '、', 'チェルトナム・スパ・エクスプレス', 'など', 'が', 'あっ', 'た', '。', 'また', '多く', 'の', '近郊', '列車', '、', '地方', 'の', '列車', 'など', 'も', '運行', 'し', 'て', 'おり', '、', '一部', 'は', '蒸気', '動', '車', 'や', '（', '制御', '客車', 'と', '蒸気', '機関', '車', 'を', '組み合わせ', 'た', '固定', '編成', '方式', 'の', '列車', '）', 'など', 'で', '運転', 'さ', 'れ', 'て', 'い', 'た', '。', 'また', 'イギリス', 'で', '一般', '的', 'な', 'もの', 'より', '大型', 'で', '経済', '的', 'な', '貨車', 'の', '使用', 'を', '開始', 'し', 'た', '会社', 'で', 'も', 'ある', '。', 'また', 'バス', '網', 'も', '運営', 'し', 'て', 'おり', '、', 'と', 'いう', '航空', '会社', 'の', '運営', 'に', '参画', 'し', '、', 'また', '船舶', '、', '桟橋', '、', 'ホテル', 'など', 'も', '所有', 'し', 'て', 'い', 'た', '。']",[],0
新冠ダムはいつ建設された？,新冠ダム,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",利水ダムにおける治水への責務の詳細は日本のダム#利水ダムの分類を参照,https://ja.wikipedia.org/wiki/%E6%96%B0%E5%86%A0%E3%83%80%E3%83%A0,[-1],[''],"['新冠', 'ダム', 'は', 'いつ', '建設', 'さ', 'れ', 'た', '？']","['利水', 'ダム', 'に', 'おけ', 'る', '治水', 'へ', 'の', '責務', 'の', '詳細', 'は', '日本', 'の', 'ダム', '#', '利水', 'ダム', 'の', '分類', 'を', '参照']",[],0
国際サッカー連盟の本部はどこにある？,国際サッカー連盟,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",FIFAフォワードサッカー発展プログラム(以下、FIFAフォワードプログラム)とは、2016年5月9日のメキシコ首都メキシコシティでの第66回FIFA総会で決定したFIFA加盟全サッカー協会及び全６地域連盟対象のステップアップ(段階的に引き上げる)財政支援プログラム。4年で1サイクルで、160万ドルから500万ドルに増額する。各サッカー協会は、年間75万ドルをピッチなどの施設の整備、女子サッカーの発展などのサッカープロジェクトに費やせる。また、各協会は、年間50万ドルの経費を受け取る。各地域連盟へは4年間の1サイクルで、2200万ドルから4000万ドルに増額させる。また、女子サッカーや各年代別代表の世界大会の旅費が必要な協会には、最高100万ドルの特別手当を支給する。男女とも年代別地域大会主催協会に、年間100万ドル払い戻す。,https://ja.wikipedia.org/wiki/%E5%9B%BD%E9%9A%9B%E3%82%B5%E3%83%83%E3%82%AB%E3%83%BC%E9%80%A3%E7%9B%9F,[-1],[''],"['国際', 'サッカー', '連盟', 'の', '本部', 'は', 'どこ', 'に', 'ある', '？']","['FIFA', 'フォワード', 'サッカー', '発展', 'プログラム', '(', '以下', '、', 'FIFA', 'フォワード', 'プログラム', ')', 'と', 'は', '、', '2016', '年', '5', '月', '9', '日', 'の', 'メキシコ', '首都', 'メキシコ', 'シティ', 'で', 'の', '第', '66', '回', 'FIFA', '総会', 'で', '決定', 'し', 'た', 'FIFA', '加盟', '全', 'サッカー', '協会', '及び', '全', '６', '地域', '連盟', '対象', 'の', 'ステップ', 'アップ', '(', '段階', '的', 'に', '引き上げる', ')', '財政', '支援', 'プログラム', '。', '4', '年', 'で', '1', 'サイクル', 'で', '、', '160', '万', 'ドル', 'から', '500', '万', 'ドル', 'に', '増額', 'する', '。', '各', 'サッカー', '協会', 'は', '、', '年間', '75', '万', 'ドル', 'を', 'ピッチ', 'など', 'の', '施設', 'の', '整備', '、', '女子', 'サッカー', 'の', '発展', 'など', 'の', 'サッカー', 'プロジェクト', 'に', '費やせる', '。', 'また', '、', '各', '協会', 'は', '、', '年間', '50', '万', 'ドル', 'の', '経費', 'を', '受け取る', '。', '各', '地域', '連盟', 'へ', 'は', '4', '年間', 'の', '1', 'サイクル', 'で', '、', '2200', '万', 'ドル', 'から', '4000', '万', 'ドル', 'に', '増額', 'さ', 'せる', '。', 'また', '、', '女子', 'サッカー', 'や', '各', '年代', '別', '代表', 'の', '世界', '大会', 'の', '旅費', 'が', '必要', 'な', '協会', 'に', 'は', '、', '最高', '100', '万', 'ドル', 'の', '特別', '手当', 'を', '支給', 'する', '。', '男女', 'とも', '年代', '別', '地域', '大会', '主催', '協会', 'に', '、', '年間', '100', '万', 'ドル', '払い戻す', '。']",[],0
古代エジプトにおけるファラオの役割は何だった？,エジプト神話,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",一般には、ヘリオポリスで信仰されていたヘリオポリス神話をもとにして語られることが多い。他にもメンフィス神話、ヘルモポリス神話、テーベ神話など多様な体系が存在する。これは、当時のエジプト国内における勢力の変遷に伴い、王朝の興亡と共に信仰の在り方が変容して、神話も地域ごとにまとめられたためである。また、エジプト国内に異民族が入り込む際にも、新たな神々が流入した。,https://ja.wikipedia.org/wiki/%E3%82%A8%E3%82%B8%E3%83%97%E3%83%88%E7%A5%9E%E8%A9%B1,[-1],[''],"['古代', 'エジプト', 'に', 'おけ', 'る', 'ファラオ', 'の', '役割', 'は', '何', 'だっ', 'た', '？']","['一般', 'に', 'は', '、', 'ヘリオ', 'ポリス', 'で', '信仰', 'さ', 'れ', 'て', 'い', 'た', 'ヘリオ', 'ポリス', '神話', 'を', 'もと', 'に', 'し', 'て', '語ら', 'れる', 'こと', 'が', '多い', '。', '他', 'に', 'も', 'メンフィス', '神話', '、', 'ヘルモポリス', '神話', '、', 'テーベ', '神話', 'など', '多様', 'な', '体系', 'が', '存在', 'する', '。', 'これ', 'は', '、', '当時', 'の', 'エジプト', '国', '内', 'に', 'おけ', 'る', '勢力', 'の', '変遷', 'に', '伴い', '、', '王朝', 'の', '興亡', 'と', '共', 'に', '信仰', 'の', '在り', '方', 'が', '変容', 'し', 'て', '、', '神話', 'も', '地域', 'ごと', 'に', 'まとめ', 'られ', 'た', 'ため', 'で', 'ある', '。', 'また', '、', 'エジプト', '国', '内', 'に', '異', '民族', 'が', '入り込む', '際', 'に', 'も', '、', '新た', 'な', '神々', 'が', '流入', 'し', 'た', '。']",[],0
日本相撲協会はいつ誕生した？,日本相撲協会,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",諮問機関には、横綱審議委員会、運営審議会の2つがある。2007年には先述の時津風部屋における事件を踏まえて有識者を含む「再発防止検討委員会」を発足させた。委員は、協会からは伊勢ノ海、友綱、秀ノ山、中村、桐山、松ケ根、千賀ノ浦、井筒の8親方、外部からは塔尾武夫（日本相撲連盟副会長）、やくみつる（漫画家で好角家としても知られている）、山口弘典（日本プロスポーツ協会前副会長）、山本浩（元NHK解説委員）。,https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E7%9B%B8%E6%92%B2%E5%8D%94%E4%BC%9A,[-1],[''],"['日本', '相撲', '協会', 'は', 'いつ', '誕生', 'し', 'た', '？']","['諮問', '機関', 'に', 'は', '、', '横綱', '審議', '委員', '会', '、', '運営', '審議', '会', 'の', '2', 'つ', 'が', 'ある', '。', '2007', '年', 'に', 'は', '先述', 'の', '時津風', '部屋', 'に', 'おけ', 'る', '事件', 'を', '踏まえ', 'て', '有識', '者', 'を', '含む', '「', '再発', '防止', '検討', '委員', '会', '」', 'を', '発足', 'さ', 'せ', 'た', '。', '委員', 'は', '、', '協会', 'から', 'は', '伊勢', 'ノ', '海', '、', '友綱', '、', '秀', 'ノ', '山', '、', '中村', '、', '桐山', '、', '松ケ根', '、', '千賀', 'ノ', '浦', '、', '井筒', 'の', '8', '親方', '、', '外部', 'から', 'は', '塔尾', '武夫', '（', '日本', '相撲', '連盟', '副', '会長', '）', '、', 'やく', 'みつる', '（', '漫画', '家', 'で', '好角', '家', 'と', 'し', 'て', 'も', '知ら', 'れ', 'て', 'いる', '）', '、', '山口', '弘典', '（', '日本', 'プロ', 'スポーツ', '協会', '前', '副', '会長', '）', '、', '山本', '浩', '（', '元', 'NHK', '解説', '委員', '）', '。']",[],0
THE TIMERSはいつ結成した？,ザ・タイマーズ,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",1995年4月8日、タイマーズとして結果的にラストシングルとなった「サヨナラはしない」が発売。同年1月に起きた阪神・淡路大震災の被災者にエールを送るチャリティシングルであり、収録された全曲が同震災をモチーフにした内容であった。印税は義援金として泉谷基金を経由し被災地に寄付された。表題曲はテレビ朝日系夕方ニュース番組「ステーションEYE」エンディングテーマのタイアップがついた一方で、カップリングには「ヘリコプター」という同震災に対するマスメディアの報道姿勢などを批判する内容の楽曲が収録され、この曲のみ歌詞カードに歌詞が記載されなかった。,https://ja.wikipedia.org/wiki/%E3%82%B6%E3%83%BB%E3%82%BF%E3%82%A4%E3%83%9E%E3%83%BC%E3%82%BA,[-1],[''],"['THE', 'TIMERS', 'は', 'いつ', '結成', 'し', 'た', '？']","['1995', '年', '4', '月', '8', '日', '、', 'タイ', 'マーズ', 'と', 'し', 'て', '結果', '的', 'に', 'ラスト', 'シングル', 'と', 'なっ', 'た', '「', 'サヨナラ', 'は', 'し', 'ない', '」', 'が', '発売', '。', '同年', '1', '月', 'に', '起き', 'た', '阪神', '・', '淡路', '大', '震災', 'の', '被災', '者', 'に', 'エール', 'を', '送る', 'チャリティ', 'シングル', 'で', 'あり', '、', '収録', 'さ', 'れ', 'た', '全曲', 'が', '同', '震災', 'を', 'モチーフ', 'に', 'し', 'た', '内容', 'で', 'あっ', 'た', '。', '印税', 'は', '義援', '金', 'と', 'し', 'て', '泉谷', '基金', 'を', '経由', 'し', '被災', '地', 'に', '寄付', 'さ', 'れ', 'た', '。', '表題', '曲', 'は', 'テレビ', '朝日', '系', '夕方', 'ニュース', '番組', '「', 'ステーション', 'EYE', '」', 'エンディング', 'テーマ', 'の', 'タイ', 'アップ', 'が', 'つい', 'た', '一方', 'で', '、', 'カップリング', 'に', 'は', '「', 'ヘリコプター', '」', 'と', 'いう', '同', '震災', 'に', '対する', 'マス', 'メディア', 'の', '報道', '姿勢', 'など', 'を', '批判', 'する', '内容', 'の', '楽曲', 'が', '収録', 'さ', 'れ', '、', 'この', '曲', 'のみ', '歌詞', 'カード', 'に', '歌詞', 'が', '記載', 'さ', 'れ', 'なかっ', 'た', '。']",[],0
スペースシャトルを世界で初めて打ち上げた国はどこ？,スペースシャトル,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",メイン・エンジンは空転すると機器を傷める可能性があるので、燃料が完全に空になる前に停止される。また液体酸素は液体水素よりも前に供給が停止される。液体酸素はより過激に反応する傾向があり、また停止直後の加熱した金属部分に触れると爆発するかもしれないからである。ETはエンジン停止後に爆発ボルトで切り離され、大部分は大気圏内で消滅してわずかな部品がインド洋または太平洋に落下するが、どこに落ちるかは打上げプロファイルによって変わる[32]。タンク内の配管はすべて密閉されており、また圧力を解放するような装置は設けられていないため、ETは大気圏下層部で内圧によって破裂する。また大気圏再突入時に表面の断熱材が焼失すると、内部に残っていた液体酸素や液体水素を熱から保護する手段がなくなるため、急膨張して爆発の大きな要因になる。このような手段によって、地上に大きな破片が落下するのを防いでいる。,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%9A%E3%83%BC%E3%82%B9%E3%82%B7%E3%83%A3%E3%83%88%E3%83%AB,[-1],[''],"['スペース', 'シャトル', 'を', '世界', 'で', '初めて', '打ち上げ', 'た', '国', 'は', 'どこ', '？']","['メイン', '・', 'エンジン', 'は', '空転', 'する', 'と', '機器', 'を', '傷める', '可能', '性', 'が', 'ある', 'の', 'で', '、', '燃料', 'が', '完全', 'に', '空', 'に', 'なる', '前', 'に', '停止', 'さ', 'れる', '。', 'また', '液体', '酸素', 'は', '液体', '水素', 'より', 'も', '前', 'に', '供給', 'が', '停止', 'さ', 'れる', '。', '液体', '酸素', 'は', 'より', '過激', 'に', '反応', 'する', '傾向', 'が', 'あり', '、', 'また', '停止', '直後', 'の', '加熱', 'し', 'た', '金属', '部分', 'に', '触れる', 'と', '爆発', 'する', 'か', 'も', 'しれ', 'ない', 'から', 'で', 'ある', '。', 'ET', 'は', 'エンジン', '停止', '後', 'に', '爆発', 'ボルト', 'で', '切り離さ', 'れ', '、', '大', '部分', 'は', '大気', '圏', '内', 'で', '消滅', 'し', 'て', 'わずか', 'な', '部品', 'が', 'インド', '洋', 'また', 'は', '太平', '洋', 'に', '落下', 'する', 'が', '、', 'どこ', 'に', '落ちる', 'か', 'は', '打上げ', 'プロファイル', 'に', 'よっ', 'て', '変わる', '[', '32', ']。', 'タンク', '内', 'の', '配管', 'は', 'すべて', '密閉', 'さ', 'れ', 'て', 'おり', '、', 'また', '圧力', 'を', '解放', 'する', 'よう', 'な', '装置', 'は', '設け', 'られ', 'て', 'い', 'ない', 'ため', '、', 'ET', 'は', '大気', '圏', '下層', '部', 'で', '内圧', 'に', 'よっ', 'て', '破裂', 'する', '。', 'また', '大気', '圏', '再', '突入', '時', 'に', '表面', 'の', '断熱', '材', 'が', '焼失', 'する', 'と', '、', '内部', 'に', '残っ', 'て', 'い', 'た', '液体', '酸素', 'や', '液体', '水素', 'を', '熱', 'から', '保護', 'する', '手段', 'が', 'なくなる', 'ため', '、', '急', '膨張', 'し', 'て', '爆発', 'の', '大きな', '要因', 'に', 'なる', '。', 'この', 'よう', 'な', '手段', 'に', 'よっ', 'て', '、', '地上', 'に', '大きな', '破片', 'が', '落下', 'する', 'の', 'を', '防い', 'で', 'いる', '。']",[],0
国家社会主義ドイツ労働者党の最初のリーダーはだれですか？,国家社会主義ドイツ労働者党,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",(16) 集団指導者長 (HauptGemeinschaftsleiter),https://ja.wikipedia.org/wiki/%E5%9B%BD%E5%AE%B6%E7%A4%BE%E4%BC%9A%E4%B8%BB%E7%BE%A9%E3%83%89%E3%82%A4%E3%83%84%E5%8A%B4%E5%83%8D%E8%80%85%E5%85%9A,[-1],[''],"['国家', '社会', '主義', 'ドイツ', '労働', '者', '党', 'の', '最初', 'の', 'リーダー', 'は', 'だれ', 'です', 'か', '？']","['(', '16', ')', '集団', '指導', '者', '長', '(', 'HauptGemeinschaftsleiter', ')']",[],0
『コール オブ デューティ モダン・ウォーフェア2』の制作会社はどこ,コール オブ デューティシリーズ,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",コール オブ デューティブランドは、Infinity Wardが初期に開発した第二次世界大戦を題材にしたオリジナルシリーズ、同スタジオが後に現代戦を題材にしたモダン・ウォーフェアシリーズ、設定を一新した『ゴースト』、Treyarch社製のシリーズの三つに分かれており、それぞれのシリーズの間に接点はない[4]。モダン・ウォーフェアシリーズ、『ゴースト』、およびTreyarch社製のブラックオプスシリーズでは少数精鋭の特殊部隊にスポットライトが当てられている。,https://ja.wikipedia.org/wiki/%E3%82%B3%E3%83%BC%E3%83%AB%20%E3%82%AA%E3%83%96%20%E3%83%87%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%82%B7%E3%83%AA%E3%83%BC%E3%82%BA,[-1],[''],"['『', 'コール', 'オブ', 'デューティ', 'モダン', '・', 'ウォー', 'フェア', '2', '』', 'の', '制作', '会社', 'は', 'どこ']","['コール', 'オブ', 'デューティ', 'ブランド', 'は', '、', 'Infinity', 'Ward', 'が', '初期', 'に', '開発', 'し', 'た', '第', '二', '次', '世界', '大戦', 'を', '題材', 'に', 'し', 'た', 'オリジナル', 'シリーズ', '、', '同', 'スタジオ', 'が', '後', 'に', '現代', '戦', 'を', '題材', 'に', 'し', 'た', 'モダン', '・', 'ウォー', 'フェア', 'シリーズ', '、', '設定', 'を', '一新', 'し', 'た', '『', 'ゴースト', '』', '、', 'Treyarch', '社', '製', 'の', 'シリーズ', 'の', '三', 'つ', 'に', '分かれ', 'て', 'おり', '、', 'それぞれ', 'の', 'シリーズ', 'の', '間', 'に', '接点', 'は', 'ない', '[', '4', ']。', 'モダン', '・', 'ウォー', 'フェア', 'シリーズ', '、', '『', 'ゴースト', '』', '、', 'および', 'Treyarch', '社', '製', 'の', 'ブラック', 'オプス', 'シリーズ', 'で', 'は', '少数', '精鋭', 'の', '特殊', '部隊', 'に', 'スポットライト', 'が', '当て', 'られ', 'て', 'いる', '。']",[],0
藤子・F・不二雄の処女作は何,藤子・F・不二雄,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",野球好きで、近鉄バファローズファンであった（『小学四年生』1971年（昭和46年）1月号で読者の質問に回答）。また鉄道ファンでもあり、鉄道模型が趣味の一つ。1983年（昭和58年）にはテレビ番組『ドラえもん・ヨーロッパ鉄道の旅』にキャラクターと共演している。また鉄道、鉄道模型、SL等を題材にした作品も多数存在する（SF短編『四畳半SL旅行』、『ドラえもん』「SLえんとつ」「のび太の模型鉄道」「天の川鉄道乗車券」、『ポコニャン』「ダイナミックもけい鉄道」など）。,https://ja.wikipedia.org/wiki/%E8%97%A4%E5%AD%90%E3%83%BBF%E3%83%BB%E4%B8%8D%E4%BA%8C%E9%9B%84,[-1],[''],"['藤子', '・', 'F', '・', '不二雄', 'の', '処女', '作', 'は', '何']","['野球', '好き', 'で', '、', '近鉄', 'バファローズ', 'ファン', 'で', 'あっ', 'た', '（', '『', '小学', '四', '年', '生', '』', '1971', '年', '（', '昭和', '46', '年', '）', '1', '月', '号', 'で', '読者', 'の', '質問', 'に', '回答', '）', '。', 'また', '鉄道', 'ファン', 'で', 'も', 'あり', '、', '鉄道', '模型', 'が', '趣味', 'の', '一', 'つ', '。', '1983', '年', '（', '昭和', '58', '年', '）', 'に', 'は', 'テレビ', '番組', '『', 'ドラえもん', '・', 'ヨーロッパ', '鉄道', 'の', '旅', '』', 'に', 'キャラクター', 'と', '共演', 'し', 'て', 'いる', '。', 'また', '鉄道', '、', '鉄道', '模型', '、', 'SL', '等', 'を', '題材', 'に', 'し', 'た', '作品', 'も', '多数', '存在', 'する', '（', 'SF', '短編', '『', '四', '畳', '半', 'SL', '旅行', '』', '、', '『', 'ドラえもん', '』', '「', 'SL', 'えんとつ', '」', '「', 'のび太', 'の', '模型', '鉄道', '」', '「', '天の川', '鉄道', '乗車', '券', '」', '、', '『', 'ポコニャン', '』', '「', 'ダイナミック', 'もけい', '鉄道', '」', 'など', '）', '。']",[],0
JR最北端の駅はどこ？,稚内駅,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","日本の鉄道駅一覧
終着駅",https://ja.wikipedia.org/wiki/%E7%A8%9A%E5%86%85%E9%A7%85,[-1],[''],"['JR', '最', '北端', 'の', '駅', 'は', 'どこ', '？']","['日本', 'の', '鉄道', '駅', '一覧', '終着', '駅']",[],0
『星織ユメミライ』で脚本を担当したのは誰,星織ユメミライ,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",2013年9月30日、『星に願いを生ラジオ』と称するインターネットラジオ番組の放送がニコニコ生放送で開始した[42]。2013年12月21日、本作は同日発売の『TECH GIAN』2014年2月号[43]や公式サイト[44]で公表された。2014年5月3日から5日にかけて、日本各地において「星めぐりツアー」と称した本作の配布イベントが行われた。このイベントではドラマCDや主題歌を収録した「星織ユメボイス」と設定画やスタッフのコメントなどを収録した「星織ユメノート」が配布された[45]。2014年5月23日には本作の共通ルートとヒロイン6人のエッチシーンを収録した体験版が公開された[46]。本作の発売前には他にもしおり配布キャンペーン[35]・発売前カウントダウンムービー[47]とイメージソング[48]の公開などが行われた。,https://ja.wikipedia.org/wiki/%E6%98%9F%E7%B9%94%E3%83%A6%E3%83%A1%E3%83%9F%E3%83%A9%E3%82%A4,[-1],[''],"['『', '星', '織', 'ユメ', 'ミライ', '』', 'で', '脚本', 'を', '担当', 'し', 'た', 'の', 'は', '誰']","['2013', '年', '9', '月', '30', '日', '、', '『', '星', 'に', '願い', 'を', '生', 'ラジオ', '』', 'と', '称する', 'インターネット', 'ラジオ', '番組', 'の', '放送', 'が', 'ニコニコ', '生', '放送', 'で', '開始', 'し', 'た', '[', '42', ']。', '2013', '年', '12', '月', '21', '日', '、', '本作', 'は', '同日', '発売', 'の', '『', 'TECH', 'GIAN', '』', '2014', '年', '2', '月', '号', '[', '43', ']', 'や', '公式', 'サイト', '[', '44', ']', 'で', '公表', 'さ', 'れ', 'た', '。', '2014', '年', '5', '月', '3', '日', 'から', '5', '日', 'に', 'かけ', 'て', '、', '日本', '各地', 'に', 'おい', 'て', '「', '星めぐり', 'ツアー', '」', 'と', '称し', 'た', '本作', 'の', '配布', 'イベント', 'が', '行わ', 'れ', 'た', '。', 'この', 'イベント', 'で', 'は', 'ドラマ', 'CD', 'や', '主題', '歌', 'を', '収録', 'し', 'た', '「', '星', '織', 'ユメ', 'ボイス', '」', 'と', '設定', '画', 'や', 'スタッフ', 'の', 'コメント', 'など', 'を', '収録', 'し', 'た', '「', '星', '織', 'ユメ', 'ノート', '」', 'が', '配布', 'さ', 'れ', 'た', '[', '45', ']。', '2014', '年', '5', '月', '23', '日', 'に', 'は', '本作', 'の', '共通', 'ルート', 'と', 'ヒロイン', '6', '人', 'の', 'エッチ', 'シーン', 'を', '収録', 'し', 'た', '体験', '版', 'が', '公開', 'さ', 'れ', 'た', '[', '46', ']。', '本作', 'の', '発売', '前', 'に', 'は', '他', 'に', 'も', 'しおり', '配布', 'キャンペーン', '[', '35', ']', '・', '発売', '前', 'カウントダウン', 'ムービー', '[', '47', ']', 'と', 'イメージ', 'ソング', '[', '48', ']', 'の', '公開', 'など', 'が', '行わ', 'れ', 'た', '。']",[],0
テキサス州最大の都市は何,テキサス州,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","
テキサス州内には多くの優れた医療研究所がある。9つの医学校[158]、3つの歯科学校[159]、1つの眼科学校がある[160]。バイオセーフティーレベル4の研究室は、ガルベストンのテキサス大学医学部に1つ[161] と、サンアントニオにある全米で初の民間バイオセーフティー・レベル4の研究室であるサウスウェストバイオ医療研究基金のもの3つ、合計4つがある。",https://ja.wikipedia.org/wiki/%E3%83%86%E3%82%AD%E3%82%B5%E3%82%B9%E5%B7%9E,[-1],[''],"['テキサス', '州', '最大', 'の', '都市', 'は', '何']","['テキサス', '州', '内', 'に', 'は', '多く', 'の', '優れ', 'た', '医療', '研究', '所', 'が', 'ある', '。', '9', 'つ', 'の', '医', '学校', '[', '158', ']、', '3', 'つ', 'の', '歯科', '学校', '[', '159', ']、', '1', 'つ', 'の', '眼科', '学校', 'が', 'ある', '[', '160', ']。', 'バイオセーフティー', 'レベル', '4', 'の', '研究', '室', 'は', '、', 'ガルベストン', 'の', 'テキサス', '大学', '医学', '部', 'に', '1', 'つ', '[', '161', ']', 'と', '、', 'サンアントニオ', 'に', 'ある', '全米', 'で', '初', 'の', '民間', 'バイオセーフティー', '・', 'レベル', '4', 'の', '研究', '室', 'で', 'ある', 'サウス', 'ウェスト', 'バイオ', '医療', '研究', '基金', 'の', 'もの', '3', 'つ', '、', '合計', '4', 'つ', 'が', 'ある', '。']",[],0
