question_text,document_title,language,annotations,document_plaintext,document_url,question_text_tokenized,document_plaintext_tokenized,label,word_frequency_score
Milloin Helsingin Malmin lentokenttä rakennettiin?,Helsinki-Malmin lentoasema,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Aero O/Y:n, nykyisen Finnairin, lentokoneet muutettiin kellukkeilta pyörille viipymättä, ja ne siirtyivät yleisilmailukoneiden kanssa uudelle kentälle. Vuonna 1937 kentän pinta käsiteltiin öljyimeytyksellä ruiskuttamalla siihen kaksi kilogrammaa öljyä neliömetrille[4] muun muassa pölyämisen vähentämiseksi. Samana vuonna kentälle asennettiin Telefunken-yhtiön valmistamat mittarilähestymislaitteet. Dag Englundin ja Vera Rosendahlin suunnittelema, funktionalistista tyyliä edustava terminaalirakennus valmistui vuonna 1938,[5][6] ja lentoaseman juhlalliset avajaiset pidettiin 15.toukokuuta 1938. Kentän avajaiset olivat osa juuri meneillään ollutta kansainvälistä ilmailunäyttelyä. Kentän vihkiäisten juhlavieraina olivat presidentti Kallion sairastuttua puoliso Kaisa Kallio, marsalkka Mannerheim ja pääministeri A. K. Cajander.[7]Kesällä 1939 kiitotiet ja kenttärakennusten edusta kestopäällystettiin paikalla valetuilla betonilaatoilla.",https://fi.wikipedia.org/wiki/Helsinki-Malmin%20lentoasema,"['Milloin', 'Helsingin', 'Malmin', 'lentokenttä', 'rakennettiin', '?']","['Aero', 'O/Y', ':', 'n', ',', 'nykyisen', 'Finnairin', ',', 'lentokoneet', 'muutettiin', 'kellukkeilta', 'pyörille', 'viipymättä', ',', 'ja', 'ne', 'siirtyivät', 'yleisilmailukoneiden', 'kanssa', 'uudelle', 'kentälle.', 'Vuonna', '1937', 'kentän', 'pinta', 'käsiteltiin', 'öljyimeytyksellä', 'ruiskuttamalla', 'siihen', 'kaksi', 'kilogrammaa', 'öljyä', 'neliömetrille', '[', '4', ']', 'muun', 'muassa', 'pölyämisen', 'vähentämiseksi.', 'Samana', 'vuonna', 'kentälle', 'asennettiin', 'Telefunken-yhtiön', 'valmistamat', 'mittarilähestymislaitteet.', 'Dag', 'Englundin', 'ja', 'Vera', 'Rosendahlin', 'suunnittelema', ',', 'funktionalistista', 'tyyliä', 'edustava', 'terminaalirakennus', 'valmistui', 'vuonna', '1938', ',', '[', '5', ']', '[', '6', ']', 'ja', 'lentoaseman', 'juhlalliset', 'avajaiset', 'pidettiin', '15.toukokuuta', '1938.', 'Kentän', 'avajaiset', 'olivat', 'osa', 'juuri', 'meneillään', 'ollutta', 'kansainvälistä', 'ilmailunäyttelyä.', 'Kentän', 'vihkiäisten', 'juhlavieraina', 'olivat', 'presidentti', 'Kallion', 'sairastuttua', 'puoliso', 'Kaisa', 'Kallio', ',', 'marsalkka', 'Mannerheim', 'ja', 'pääministeri', 'A.', 'K.', 'Cajander.', '[', '7', ']', 'Kesällä', '1939', 'kiitotiet', 'ja', 'kenttärakennusten', 'edusta', 'kestopäällystettiin', 'paikalla', 'valetuilla', 'betonilaatoilla', '.']",0,0.0
Miksi Paul Klee on saksalais-sveitsiläinen?,Paul Klee,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","

, näyttely Lontoon Tate Modernissa 16.10.2013 – 9.3.2014.",https://fi.wikipedia.org/wiki/Paul%20Klee,"['Miksi', 'Paul', 'Klee', 'on', 'saksalais-sveitsiläinen', '?']","[',', 'näyttely', 'Lontoon', 'Tate', 'Modernissa', '16.10.2013', '–', '9.3.2014', '.']",0,0.0
Mitkä ovat Tansanian naapuri valtiot?,Tansania,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Tansanian vuosittainen väestönkasvu on 2,8 prosenttia.[2] Väestönkasvu luo valtavia paineita maan ruokahuollolle ja koulutus- ja terveydenhuoltojärjestelmälle.[42] Puu on yleisin energianlähde, ja kasvava väestö tarvitsee sitä yhä enemmän.[43]",https://fi.wikipedia.org/wiki/Tansania,"['Mitkä', 'ovat', 'Tansanian', 'naapuri', 'valtiot', '?']","['Tansanian', 'vuosittainen', 'väestönkasvu', 'on', '2,8', 'prosenttia.', '[', '2', ']', 'Väestönkasvu', 'luo', 'valtavia', 'paineita', 'maan', 'ruokahuollolle', 'ja', 'koulutus-', 'ja', 'terveydenhuoltojärjestelmälle.', '[', '42', ']', 'Puu', 'on', 'yleisin', 'energianlähde', ',', 'ja', 'kasvava', 'väestö', 'tarvitsee', 'sitä', 'yhä', 'enemmän.', '[', '43', ']']",0,0.1666666666666666
Minä vuonna Valmet on perustettu?,Valmet (traktori),finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Luettelo traktorimalleista
Volvo BM
Volvo BM Valmet
Valmet-Valtra
Valtra",https://fi.wikipedia.org/wiki/Valmet%20%28traktori%29,"['Minä', 'vuonna', 'Valmet', 'on', 'perustettu', '?']","['Luettelo', 'traktorimalleista', 'Volvo', 'BM', 'Volvo', 'BM', 'Valmet', 'Valmet-Valtra', 'Valtra']",0,0.1666666666666666
Milloin Ants Laaneots syntyi?,Ants Laaneots,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Vuonna 1978 Laaneots pääsi jatkamaan opintojaan Moskovaan Malinovskin panssarijoukkojen akatemiaan. Laaneots erikoistui esikuntatyöskentelyyn ja joukkojen johtamiseen valmistuen lopulta vuonna 1981 yleisesikuntaupseeriksi kiitettävin arvosanoin (cum laude). Laaneots anoi jälleen siirtoa Baltian sotilaspiiriin tuloksetta. Hänet määrättiin Kiinan rajalle Itä-Kazakstaniin 155. motorisoidun kivääridivisioonan panssarirykmenttiin, jossa hän toimi esikuntapäällikönä vuosina 1981–1982. Edelleen Kazakstanissa vuosina 1982–1987 hän toimi 78. panssaridivisioonan esikuntapäällikkönä ja panssarirykmentin komentajana.[7] Laaneotsan tuo 78. panssaridivisioonan ajan kollegasta Anatoli Kvašninista tuli sittemmin Venäjän federaation pääesikunnan päällikkö.[5]",https://fi.wikipedia.org/wiki/Ants%20Laaneots,"['Milloin', 'Ants', 'Laaneots', 'syntyi', '?']","['Vuonna', '1978', 'Laaneots', 'pääsi', 'jatkamaan', 'opintojaan', 'Moskovaan', 'Malinovskin', 'panssarijoukkojen', 'akatemiaan.', 'Laaneots', 'erikoistui', 'esikuntatyöskentelyyn', 'ja', 'joukkojen', 'johtamiseen', 'valmistuen', 'lopulta', 'vuonna', '1981', 'yleisesikuntaupseeriksi', 'kiitettävin', 'arvosanoin', '(', 'cum', 'laude', ')', '.', 'Laaneots', 'anoi', 'jälleen', 'siirtoa', 'Baltian', 'sotilaspiiriin', 'tuloksetta.', 'Hänet', 'määrättiin', 'Kiinan', 'rajalle', 'Itä-Kazakstaniin', '155.', 'motorisoidun', 'kivääridivisioonan', 'panssarirykmenttiin', ',', 'jossa', 'hän', 'toimi', 'esikuntapäällikönä', 'vuosina', '1981–1982.', 'Edelleen', 'Kazakstanissa', 'vuosina', '1982–1987', 'hän', 'toimi', '78.', 'panssaridivisioonan', 'esikuntapäällikkönä', 'ja', 'panssarirykmentin', 'komentajana.', '[', '7', ']', 'Laaneotsan', 'tuo', '78.', 'panssaridivisioonan', 'ajan', 'kollegasta', 'Anatoli', 'Kvašninista', 'tuli', 'sittemmin', 'Venäjän', 'federaation', 'pääesikunnan', 'päällikkö.', '[', '5', ']']",0,0.2
Milloin Hertta Kuusinen syntyi?,Hertta Kuusinen,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Hertta Kuusinen tuli salaa Suomeen Iris Petterssonin nimellä keväällä 1934.[2] Hän ehti olla maassa vain pari viikkoa, kun hän jäi kiinni.[3] Lokakuussa 1934 Turun hovioikeus tuomitsi Kuusisen neljäksi kuukaudeksi vankeuteen viranomaisten erehdyttämisestä sekä neljäksi vuodeksi ja kahdeksaksi kuukaudeksi kuritushuoneeseen valtiopetoksen valmistelusta. Tuomio herätti huomiota ulkomaillakin: se oli ankara ja lainvastaisesta toiminnasta oli vain epäilyjä, ei näyttöä.[1] Kuusinen oli vankilassa Turussa ja Hämeenlinnassa ja vapautui keväällä 1939.[2] Vankilassa hän kirjoitti kirjeitä, muistelmia, proosaa ja runoja, luki ja maalasi sekä opetteli uusia kieliä. Kuusinen osasi jo ennestään ruotsia, saksaa ja venäjää ja oppi nyt englantia, espanjaa ja ranskaa.[1]",https://fi.wikipedia.org/wiki/Hertta%20Kuusinen,"['Milloin', 'Hertta', 'Kuusinen', 'syntyi', '?']","['Hertta', 'Kuusinen', 'tuli', 'salaa', 'Suomeen', 'Iris', 'Petterssonin', 'nimellä', 'keväällä', '1934.', '[', '2', ']', 'Hän', 'ehti', 'olla', 'maassa', 'vain', 'pari', 'viikkoa', ',', 'kun', 'hän', 'jäi', 'kiinni.', '[', '3', ']', 'Lokakuussa', '1934', 'Turun', 'hovioikeus', 'tuomitsi', 'Kuusisen', 'neljäksi', 'kuukaudeksi', 'vankeuteen', 'viranomaisten', 'erehdyttämisestä', 'sekä', 'neljäksi', 'vuodeksi', 'ja', 'kahdeksaksi', 'kuukaudeksi', 'kuritushuoneeseen', 'valtiopetoksen', 'valmistelusta.', 'Tuomio', 'herätti', 'huomiota', 'ulkomaillakin', ':', 'se', 'oli', 'ankara', 'ja', 'lainvastaisesta', 'toiminnasta', 'oli', 'vain', 'epäilyjä', ',', 'ei', 'näyttöä.', '[', '1', ']', 'Kuusinen', 'oli', 'vankilassa', 'Turussa', 'ja', 'Hämeenlinnassa', 'ja', 'vapautui', 'keväällä', '1939.', '[', '2', ']', 'Vankilassa', 'hän', 'kirjoitti', 'kirjeitä', ',', 'muistelmia', ',', 'proosaa', 'ja', 'runoja', ',', 'luki', 'ja', 'maalasi', 'sekä', 'opetteli', 'uusia', 'kieliä.', 'Kuusinen', 'osasi', 'jo', 'ennestään', 'ruotsia', ',', 'saksaa', 'ja', 'venäjää', 'ja', 'oppi', 'nyt', 'englantia', ',', 'espanjaa', 'ja', 'ranskaa.', '[', '1', ']']",0,0.4
Kuka Kleon oli?,Peloponnesolaissota,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Seuraavana vuonna spartalaiset alkoivat piirittää Plataiaa, Theban painostuksesta ja ehkä siksi, että he eivät halunneet hyökätä ruton riivaamaan Attikaan. Plataialaiset lähettivät naisensa ja lapsensa evakkoon Ateenaan ja jättivät itse kaupunkiin vain 400 sotilasta, jotka pystyivät helposti puolustamaan kaupunkia ylivoimaisia vihollisjoukkoja vastaan.",https://fi.wikipedia.org/wiki/Peloponnesolaissota,"['Kuka', 'Kleon', 'oli', '?']","['Seuraavana', 'vuonna', 'spartalaiset', 'alkoivat', 'piirittää', 'Plataiaa', ',', 'Theban', 'painostuksesta', 'ja', 'ehkä', 'siksi', ',', 'että', 'he', 'eivät', 'halunneet', 'hyökätä', 'ruton', 'riivaamaan', 'Attikaan.', 'Plataialaiset', 'lähettivät', 'naisensa', 'ja', 'lapsensa', 'evakkoon', 'Ateenaan', 'ja', 'jättivät', 'itse', 'kaupunkiin', 'vain', '400', 'sotilasta', ',', 'jotka', 'pystyivät', 'helposti', 'puolustamaan', 'kaupunkia', 'ylivoimaisia', 'vihollisjoukkoja', 'vastaan', '.']",0,0.0
Missä Miguel de Cervantes Saavedra kuoli?,Miguel de Cervantes,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","En}} is only for use in File namespace. Use {{lang-en}} or {{en icon}} instead.



En}} is only for use in File namespace. Use {{lang-en}} or {{en icon}} instead.

En}} is only for use in File namespace. Use {{lang-en}} or {{en icon}} instead.",https://fi.wikipedia.org/wiki/Miguel%20de%20Cervantes,"['Missä', 'Miguel', 'de', 'Cervantes', 'Saavedra', 'kuoli', '?']","['En', '}', '}', 'is', 'only', 'for', 'use', 'in', 'File', 'namespace.', 'Use', '{', '{', 'lang-en', '}', '}', 'or', '{', '{', 'en', 'icon', '}', '}', 'instead.', 'En', '}', '}', 'is', 'only', 'for', 'use', 'in', 'File', 'namespace.', 'Use', '{', '{', 'lang-en', '}', '}', 'or', '{', '{', 'en', 'icon', '}', '}', 'instead.', 'En', '}', '}', 'is', 'only', 'for', 'use', 'in', 'File', 'namespace.', 'Use', '{', '{', 'lang-en', '}', '}', 'or', '{', '{', 'en', 'icon', '}', '}', 'instead', '.']",0,0.0
Mikä on behavioristiset terapia?,Psykoterapia,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",Hahmoterapia keskittyy nykyhetkeen liittyvän tietoisuuden alueen laajentamiseen. Sen mukaan menneisyyskin on olemassa lähinnä nykyhetkessä palautettujen muistumien ja menneisyyden selitysten kautta; tulevaisuus on olemassa nykyhetkessä tehtävien ennakointien kautta.,https://fi.wikipedia.org/wiki/Psykoterapia,"['Mikä', 'on', 'behavioristiset', 'terapia', '?']","['Hahmoterapia', 'keskittyy', 'nykyhetkeen', 'liittyvän', 'tietoisuuden', 'alueen', 'laajentamiseen.', 'Sen', 'mukaan', 'menneisyyskin', 'on', 'olemassa', 'lähinnä', 'nykyhetkessä', 'palautettujen', 'muistumien', 'ja', 'menneisyyden', 'selitysten', 'kautta', ';', 'tulevaisuus', 'on', 'olemassa', 'nykyhetkessä', 'tehtävien', 'ennakointien', 'kautta', '.']",0,0.2
Mitkä valtiot kuuluvat arktiseen alueeseen?,Arktis,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",Arktinen alue on mukana ilman ja veden kierroissa maapallolla. Ihmisen aikaansaamia ympäristömyrkkyjä tavataan arktisen alueen perukoilta ja ilmastonmuutos vaikuttaa merkittävästi näiden alueiden kiertokulkuihin. Äärialueilla voidaan myös tutkia ihmisen vaikutuksen laajuutta ja voidaan yrittää ennustaa muutosten suuntaa ja vakavuutta. ,https://fi.wikipedia.org/wiki/Arktis,"['Mitkä', 'valtiot', 'kuuluvat', 'arktiseen', 'alueeseen', '?']","['Arktinen', 'alue', 'on', 'mukana', 'ilman', 'ja', 'veden', 'kierroissa', 'maapallolla.', 'Ihmisen', 'aikaansaamia', 'ympäristömyrkkyjä', 'tavataan', 'arktisen', 'alueen', 'perukoilta', 'ja', 'ilmastonmuutos', 'vaikuttaa', 'merkittävästi', 'näiden', 'alueiden', 'kiertokulkuihin.', 'Äärialueilla', 'voidaan', 'myös', 'tutkia', 'ihmisen', 'vaikutuksen', 'laajuutta', 'ja', 'voidaan', 'yrittää', 'ennustaa', 'muutosten', 'suuntaa', 'ja', 'vakavuutta', '.']",0,0.0
Milloin Andrei Romanovitš Tšikatilon ura opettajana loppui?,Andrei Tšikatilo,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Tšikatilo yritti myös normaalia ihmissuhdetta ihastuttuaan erääseen paikalliseen tyttöön asepalveluksen jälkeen, mutta joutui pahasti nöyryytetyksi, kun tyttö huomasi Tšikatilon kyvyttömyyden. Tyttö kertoi Tšikatilon salaisuuden ystävilleen. Pian Tšikatilon impotenssista tiesivät kaikki kyläläiset, ja hän itse ensimmäistä kertaa elämässään tajusi, ettei koskaan pystyisi normaaliin seksuaaliseen kanssakäymiseen.[2]",https://fi.wikipedia.org/wiki/Andrei%20T%C5%A1ikatilo,"['Milloin', 'Andrei', 'Romanovitš', 'Tšikatilon', 'ura', 'opettajana', 'loppui', '?']","['Tšikatilo', 'yritti', 'myös', 'normaalia', 'ihmissuhdetta', 'ihastuttuaan', 'erääseen', 'paikalliseen', 'tyttöön', 'asepalveluksen', 'jälkeen', ',', 'mutta', 'joutui', 'pahasti', 'nöyryytetyksi', ',', 'kun', 'tyttö', 'huomasi', 'Tšikatilon', 'kyvyttömyyden.', 'Tyttö', 'kertoi', 'Tšikatilon', 'salaisuuden', 'ystävilleen.', 'Pian', 'Tšikatilon', 'impotenssista', 'tiesivät', 'kaikki', 'kyläläiset', ',', 'ja', 'hän', 'itse', 'ensimmäistä', 'kertaa', 'elämässään', 'tajusi', ',', 'ettei', 'koskaan', 'pystyisi', 'normaaliin', 'seksuaaliseen', 'kanssakäymiseen.', '[', '2', ']']",0,0.125
Miten suuren osan väestöstään Unkari menetti Trianonissa?,Budapestin arkkitehtuuri,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Szentháromság térin äärellä, Matiaksen kirkkoa vastapäätä on Budan vanha kaupungintalo, jossa pidettiin ensimmäisen kerran kaupunginhallituksen kokous vuonna 1710. Talon edessä on Pallas Athenen, kaupunkien suojelijan, patsas. Se on peräisin 1700-luvun lopulta. Budan kaupungintalo menetti käyttötarkoituksensa, kun Budapestin kaupunki syntyi 1873. Rakennuksessa toimii nykyään Collegium Budapest –niminen kansainvälinen tiedeinstituutti.[20]",https://fi.wikipedia.org/wiki/Budapestin%20arkkitehtuuri,"['Miten', 'suuren', 'osan', 'väestöstään', 'Unkari', 'menetti', 'Trianonissa', '?']","['Szentháromság', 'térin', 'äärellä', ',', 'Matiaksen', 'kirkkoa', 'vastapäätä', 'on', 'Budan', 'vanha', 'kaupungintalo', ',', 'jossa', 'pidettiin', 'ensimmäisen', 'kerran', 'kaupunginhallituksen', 'kokous', 'vuonna', '1710.', 'Talon', 'edessä', 'on', 'Pallas', 'Athenen', ',', 'kaupunkien', 'suojelijan', ',', 'patsas.', 'Se', 'on', 'peräisin', '1700-luvun', 'lopulta.', 'Budan', 'kaupungintalo', 'menetti', 'käyttötarkoituksensa', ',', 'kun', 'Budapestin', 'kaupunki', 'syntyi', '1873.', 'Rakennuksessa', 'toimii', 'nykyään', 'Collegium', 'Budapest', '–niminen', 'kansainvälinen', 'tiedeinstituutti.', '[', '20', ']']",0,0.125
Mitä tarkoittaa loppupeli shakissa?,Loppupeli (shakki),finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Läheteillä on pitkä kantama, ja toisin kuin ratsut ne voivat paremmin toimia tilanteessa, joissa sotilaita on molemmilla sivustoilla, ottaen kuitenkin huomioon, että lähetti pystyy liikkumaan vain puolella ruuduista. Lähetti kontrolloi aina kahdella diagonaalilla - sen liikkuessa toisen diagonaalin kontrolli häviää. ",https://fi.wikipedia.org/wiki/Loppupeli%20%28shakki%29,"['Mitä', 'tarkoittaa', 'loppupeli', 'shakissa', '?']","['Läheteillä', 'on', 'pitkä', 'kantama', ',', 'ja', 'toisin', 'kuin', 'ratsut', 'ne', 'voivat', 'paremmin', 'toimia', 'tilanteessa', ',', 'joissa', 'sotilaita', 'on', 'molemmilla', 'sivustoilla', ',', 'ottaen', 'kuitenkin', 'huomioon', ',', 'että', 'lähetti', 'pystyy', 'liikkumaan', 'vain', 'puolella', 'ruuduista.', 'Lähetti', 'kontrolloi', 'aina', 'kahdella', 'diagonaalilla', '-', 'sen', 'liikkuessa', 'toisen', 'diagonaalin', 'kontrolli', 'häviää', '.']",0,0.0
Kuinka suuri on Tanganjikajärven pinta-ala?,Tanganjikajärvi,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Järvi jakautuu neljän valtion alueelle: Burundin, Kongon demokraattisen tasavallan, Sambian ja Tansanian. Tanganjika on tärkeä vesireitti ja kalastusallas. Järven talouden piiriin kuuluu yli 20 miljoonaa ihmistä. Sillä toimii noin 40000 kalastajaa ja vuotuinen kalansaalis on ollut 150000 tonnin luokkaa.",https://fi.wikipedia.org/wiki/Tanganjikaj%C3%A4rvi,"['Kuinka', 'suuri', 'on', 'Tanganjikajärven', 'pinta-ala', '?']","['Järvi', 'jakautuu', 'neljän', 'valtion', 'alueelle', ':', 'Burundin', ',', 'Kongon', 'demokraattisen', 'tasavallan', ',', 'Sambian', 'ja', 'Tansanian.', 'Tanganjika', 'on', 'tärkeä', 'vesireitti', 'ja', 'kalastusallas.', 'Järven', 'talouden', 'piiriin', 'kuuluu', 'yli', '20', 'miljoonaa', 'ihmistä.', 'Sillä', 'toimii', 'noin', '40000', 'kalastajaa', 'ja', 'vuotuinen', 'kalansaalis', 'on', 'ollut', '150000', 'tonnin', 'luokkaa', '.']",0,0.1666666666666666
Mikä oli Helmikuun manifesti?,Helmikuun manifesti,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Komitea laati uuden hallitusmuotoesityksen, johon kuitenkin sisältyi sen aikainen Suomen valtio-oppi. Heiden ei tätä voinut hyväksyä, ja hän laati itse vastaesityksen, johon hän sisällytti oman ehdotuksensa hallitus­muodoksi.",https://fi.wikipedia.org/wiki/Helmikuun%20manifesti,"['Mikä', 'oli', 'Helmikuun', 'manifesti', '?']","['Komitea', 'laati', 'uuden', 'hallitusmuotoesityksen', ',', 'johon', 'kuitenkin', 'sisältyi', 'sen', 'aikainen', 'Suomen', 'valtio-oppi.', 'Heiden', 'ei', 'tätä', 'voinut', 'hyväksyä', ',', 'ja', 'hän', 'laati', 'itse', 'vastaesityksen', ',', 'johon', 'hän', 'sisällytti', 'oman', 'ehdotuksensa', 'hallitus\xadmuodoksi', '.']",0,0.0
Montako havupuulajia Suomessa on?,Havupuut,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","
Havupuut ovat paljassiemenisiin siemenkasveihin kuuluva kasviryhmä. Havupuut ovat monivuotisia puuvartisia ja useimmiten ainavihantia kasveja.[1] Havupuiden lehdet ovat tyypillisesti kapeita neulasia, mutta havupuilla esiintyy myös suomumaisia ja leveämpiä lehtiä. Havupuilla ei ole kukkia, vaan kävyiksi kutsutut kukinnot muodostuvat pelkistä rangan ympärille asettuneista hedelehdistä tai käpysuomuiksi kutsutuista emilehdistä tukilehtineen. Emikävyt eli varsinaiset kävyt ovat usein havupuilla kypsinä kuivia ja puutuneita, mutta ne voivat myös olla pehmeitä ja mehukkaita kuin koppisiemenisten kasvien hedelmät. Puuaines koostuu erityisistä putkisoluista, jotka ovat rengashuokosellisia ja joista muodostuu vuosilustoja.",https://fi.wikipedia.org/wiki/Havupuut,"['Montako', 'havupuulajia', 'Suomessa', 'on', '?']","['Havupuut', 'ovat', 'paljassiemenisiin', 'siemenkasveihin', 'kuuluva', 'kasviryhmä.', 'Havupuut', 'ovat', 'monivuotisia', 'puuvartisia', 'ja', 'useimmiten', 'ainavihantia', 'kasveja.', '[', '1', ']', 'Havupuiden', 'lehdet', 'ovat', 'tyypillisesti', 'kapeita', 'neulasia', ',', 'mutta', 'havupuilla', 'esiintyy', 'myös', 'suomumaisia', 'ja', 'leveämpiä', 'lehtiä.', 'Havupuilla', 'ei', 'ole', 'kukkia', ',', 'vaan', 'kävyiksi', 'kutsutut', 'kukinnot', 'muodostuvat', 'pelkistä', 'rangan', 'ympärille', 'asettuneista', 'hedelehdistä', 'tai', 'käpysuomuiksi', 'kutsutuista', 'emilehdistä', 'tukilehtineen.', 'Emikävyt', 'eli', 'varsinaiset', 'kävyt', 'ovat', 'usein', 'havupuilla', 'kypsinä', 'kuivia', 'ja', 'puutuneita', ',', 'mutta', 'ne', 'voivat', 'myös', 'olla', 'pehmeitä', 'ja', 'mehukkaita', 'kuin', 'koppisiemenisten', 'kasvien', 'hedelmät.', 'Puuaines', 'koostuu', 'erityisistä', 'putkisoluista', ',', 'jotka', 'ovat', 'rengashuokosellisia', 'ja', 'joista', 'muodostuu', 'vuosilustoja', '.']",0,0.0
Missä osavaltiossa sijaitsee Perth?,Perth (Länsi-Australia),finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","Perthissä toimii viisi yliopistoa, joista maineikkain on University of Western Australia.[3]",https://fi.wikipedia.org/wiki/Perth%20%28L%C3%A4nsi-Australia%29,"['Missä', 'osavaltiossa', 'sijaitsee', 'Perth', '?']","['Perthissä', 'toimii', 'viisi', 'yliopistoa', ',', 'joista', 'maineikkain', 'on', 'University', 'of', 'Western', 'Australia.', '[', '3', ']']",0,0.0
Mihin Sidney Reilly kuoli?,Sidney Reilly,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",Kuulusteluissa Reilly piti kiinni peitetarinastaan jonka mukaan hän oli Clonmelissa Irlannissa syntynyt Britannian kansalainen eikä suostunut paljastamaan mitään tiedustelutietoa. Reilly piti kuulustelujen aikana salaista päiväkirjaa jossa hän analysoi OGPU:n edustajien käyttämiä kuulustelutekniikoita. Päiväkirja oli kirjoitettu savukepapereille jotka Reilly piilotti sellinsä seinärappauksen sisään. Päiväkirja löytyi Reillyn sellistä vasta hänen kuolemansa jälkeen tehdyssä etsinnässä. Andrew Cooken mukaan Reillyä ei kidutettu kuulustelujen aikana lukuun ottamatta psykologiseen painostukseen käytettyjä valeteloitusten järjestämisiä.,https://fi.wikipedia.org/wiki/Sidney%20Reilly,"['Mihin', 'Sidney', 'Reilly', 'kuoli', '?']","['Kuulusteluissa', 'Reilly', 'piti', 'kiinni', 'peitetarinastaan', 'jonka', 'mukaan', 'hän', 'oli', 'Clonmelissa', 'Irlannissa', 'syntynyt', 'Britannian', 'kansalainen', 'eikä', 'suostunut', 'paljastamaan', 'mitään', 'tiedustelutietoa.', 'Reilly', 'piti', 'kuulustelujen', 'aikana', 'salaista', 'päiväkirjaa', 'jossa', 'hän', 'analysoi', 'OGPU', ':', 'n', 'edustajien', 'käyttämiä', 'kuulustelutekniikoita.', 'Päiväkirja', 'oli', 'kirjoitettu', 'savukepapereille', 'jotka', 'Reilly', 'piilotti', 'sellinsä', 'seinärappauksen', 'sisään.', 'Päiväkirja', 'löytyi', 'Reillyn', 'sellistä', 'vasta', 'hänen', 'kuolemansa', 'jälkeen', 'tehdyssä', 'etsinnässä.', 'Andrew', 'Cooken', 'mukaan', 'Reillyä', 'ei', 'kidutettu', 'kuulustelujen', 'aikana', 'lukuun', 'ottamatta', 'psykologiseen', 'painostukseen', 'käytettyjä', 'valeteloitusten', 'järjestämisiä', '.']",0,0.2
Milloin Tukholma on perustettu?,Tukholman historia,finnish,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","
Vuonna 1697 Tukholman vanha linna, Tre Kronor, paloi maan tasalle. Linnan jälleenrakennus aloitettiin heti palon jälkeen. Vanhan linnan tilalle valmistui Nicodemus Tessin nuoremman suunnittelema kuninkaanlinna vuonna 1754.",https://fi.wikipedia.org/wiki/Tukholman%20historia,"['Milloin', 'Tukholma', 'on', 'perustettu', '?']","['Vuonna', '1697', 'Tukholman', 'vanha', 'linna', ',', 'Tre', 'Kronor', ',', 'paloi', 'maan', 'tasalle.', 'Linnan', 'jälleenrakennus', 'aloitettiin', 'heti', 'palon', 'jälkeen.', 'Vanhan', 'linnan', 'tilalle', 'valmistui', 'Nicodemus', 'Tessin', 'nuoremman', 'suunnittelema', 'kuninkaanlinna', 'vuonna', '1754', '.']",0,0.0
